DISTRICT,map_version,chamber,total_pop,total_vap,bvap,hvap,avap,bipoc_vap,pct_bvap,pct_hvap,pct_avap,pct_bipoc_vap,partisan_lean
162,proposed_dem,house,57851,44545,14672,6844,5527,27044,0.3294,0.1536,0.1241,0.6071,0.548
163,proposed_dem,house,60760,46785,13784,6965,7383,28132,0.2946,0.1489,0.1578,0.6013,0.2638
164,proposed_dem,house,54961,42319,20301,11045,1200,32548,0.4797,0.261,0.0284,0.7691,0.9335
165,proposed_dem,house,57371,44175,16098,5444,2618,24161,0.3644,0.1233,0.0593,0.5469,0.3997
166,proposed_dem,house,59689,45960,25324,12692,614,38631,0.551,0.2762,0.0134,0.8406,0.9081
167,proposed_dem,house,56020,43135,16102,11609,6440,34152,0.3733,0.2691,0.1493,0.7918,0.8343
168,proposed_dem,house,51827,39906,24900,1080,4518,30499,0.624,0.0271,0.1132,0.7643,0.5881
169,proposed_dem,house,51960,40009,11806,5193,314,17314,0.2951,0.1298,0.0079,0.4328,0.3314
170,proposed_dem,house,58222,44830,10091,6637,1102,17832,0.2251,0.1481,0.0246,0.3978,0.3562
171,proposed_dem,house,53986,41569,13627,3578,2037,19243,0.3278,0.0861,0.049,0.4629,0.1574
172,proposed_dem,house,54662,42089,18453,5338,6912,30704,0.4384,0.1268,0.1642,0.7295,0.6271
173,proposed_dem,house,53812,41435,8629,16574,2698,27902,0.2083,0.4,0.0651,0.6734,0.6056
174,proposed_dem,house,56861,43782,14821,1050,533,16404,0.3385,0.024,0.0122,0.3747,0.1434
175,proposed_dem,house,56432,43452,15515,8620,8690,32826,0.3571,0.1984,0.2,0.7555,0.5327
176,proposed_dem,house,56145,43231,16114,7623,1939,25677,0.3727,0.1763,0.0449,0.594,0.6309
177,proposed_dem,house,58521,45061,15686,7758,849,24293,0.3481,0.1722,0.0188,0.5391,0.4416
178,proposed_dem,house,60901,46893,15721,5172,1091,21984,0.3353,0.1103,0.0233,0.4688,0.1916
179,proposed_dem,house,56944,43846,8215,3793,4443,16453,0.1874,0.0865,0.1014,0.3752,0.1964
180,proposed_dem,house,53706,41353,9844,1456,1680,12982,0.2381,0.0352,0.0406,0.314,-0.0954
1,proposed_rep,house,52153,40157,6671,10240,540,17452,0.1661,0.255,0.0135,0.4346,0.1478
2,proposed_rep,house,56317,43364,4222,2096,376,6695,0.0974,0.0483,0.0087,0.1544,-0.393
3,proposed_rep,house,56140,43227,20857,3927,8174,32960,0.4825,0.0909,0.1891,0.7625,0.9703
4,proposed_rep,house,55032,42374,3703,5855,8474,18033,0.0874,0.1382,0.2,0.4256,-0.1105
5,proposed_rep,house,61251,47163,11588,5660,593,17842,0.2457,0.12,0.0126,0.3783,-0.03
6,proposed_rep,house,61576,47413,15946,17943,1528,35418,0.3363,0.3784,0.0322,0.747,0.7779
7,proposed_rep,house,60466,46558,24110,11933,1114,37158,0.5179,0.2563,0.0239,0.7981,1.0
8,proposed_rep,house,56021,43136,14388,1521,4135,20045,0.3336,0.0353,0.0959,0.4647,0.0808
9,proposed_rep,house,57040,43920,14638,12975,3080,30693,0.3333,0.2954,0.0701,0.6989,0.5532
10,proposed_rep,house,57183,44030,14037,17612,3439,35089,0.3188,0.4,0.0781,0.7969,0.9847
11,proposed_rep,house,56449,43465,19413,7455,521,27390,0.4467,0.1715,0.012,0.6302,0.728
12,proposed_rep,house,57661,44398,24009,7641,5276,36927,0.5408,0.1721,0.1188,0.8317,1.0
13,proposed_rep,house,53426,41138,14589,5802,1965,22357,0.3547,0.141,0.0478,0.5435,0.6861
14,proposed_rep,house,55479,42718,17778,16784,6019,40582,0.4162,0.3929,0.1409,0.95,1.0
15,proposed_rep,house,52128,40138,6025,3975,106,10107,0.1501,0.099,0.0026,0.2518,-0.0366
16,proposed_rep,house,61030,46993,28819,4855,1312,34987,0.6133,0.1033,0.0279,0.7445,1.0
17,proposed_rep,house,57399,44197,4851,5628,8825,19305,0.1098,0.1274,0.1997,0.4368,0.0623
18,proposed_rep,house,55821,42982,14269,3169,2464,19903,0.332,0.0737,0.0573,0.4631,0.0911
19,proposed_rep,house,56849,43773,14263,16436,660,31360,0.3259,0.3755,0.0151,0.7164,0.4926
20,proposed_rep,house,56813,43746,20599,8463,993,30056,0.4709,0.1935,0.0227,0.6871,0.7914
21,proposed_rep,house,54701,42119,28752,10006,1227,39986,0.6827,0.2376,0.0291,0.9494,1.0
22,proposed_rep,house,61257,47167,28315,6894,2877,38088,0.6003,0.1462,0.061,0.8075,0.6262
23,proposed_rep,house,54147,41693,18639,1737,1606,21983,0.4471,0.0417,0.0385,0.5273,0.5743
24,proposed_rep,house,62532,48149,23625,9409,928,33963,0.4907,0.1954,0.0193,0.7054,0.3325
25,proposed_rep,house,57411,44206,20684,9922,1652,32259,0.4679,0.2244,0.0374,0.7297,0.9295
26,proposed_rep,house,56642,43614,3122,7541,1848,12512,0.0716,0.1729,0.0424,0.2869,-0.2692
27,proposed_rep,house,55347,42617,4101,1091,8523,13716,0.0963,0.0256,0.2,0.3219,-0.0053
28,proposed_rep,house,54230,41757,22775,11306,2446,36528,0.5454,0.2708,0.0586,0.8748,1.0
29,proposed_rep,house,57641,44383,2531,6695,4975,14202,0.057,0.1509,0.1121,0.32,0.0793
30,proposed_rep,house,57130,43990,5598,4966,1337,11902,0.1273,0.1129,0.0304,0.2706,-0.0467
31,proposed_rep,house,55616,42824,10294,6972,4421,21688,0.2404,0.1628,0.1033,0.5064,0.228
32,proposed_rep,house,57890,44575,11535,17830,3599,32964,0.2588,0.4,0.0807,0.7395,0.6283
33,proposed_rep,house,58276,44872,20482,16460,28,36970,0.4565,0.3668,0.0006,0.8239,0.7548
34,proposed_rep,house,54592,42035,11807,6165,3951,21925,0.2809,0.1467,0.094,0.5216,0.2792
35,proposed_rep,house,58472,45023,22300,6361,5673,34335,0.4953,0.1413,0.126,0.7626,0.9577
36,proposed_rep,house,54185,41722,10577,2783,1626,14988,0.2535,0.0667,0.039,0.3592,-0.106
37,proposed_rep,house,54514,41975,2796,9192,14,12003,0.0666,0.219,0.0003,0.286,-0.1641
38,proposed_rep,house,56647,43618,2300,8020,248,10570,0.0527,0.1839,0.0057,0.2423,-0.3252
39,proposed_rep,house,55026,42370,14299,4587,7907,26794,0.3375,0.1083,0.1866,0.6324,0.5406
40,proposed_rep,house,52524,40443,16373,353,1283,18009,0.4048,0.0087,0.0317,0.4453,0.4292
41,proposed_rep,house,54825,42215,20070,7214,259,27544,0.4754,0.1709,0.0061,0.6525,0.5302
42,proposed_rep,house,51743,39842,27485,9113,1251,37849,0.6899,0.2287,0.0314,0.95,1.0
43,proposed_rep,house,61196,47120,8490,8362,3216,20069,0.1802,0.1775,0.0683,0.4259,0.2195
44,proposed_rep,house,57998,44658,7992,15835,3711,27538,0.179,0.3546,0.0831,0.6167,0.4104
45,proposed_rep,house,58728,45220,18257,8816,6363,33437,0.4037,0.195,0.1407,0.7394,0.8466
46,proposed_rep,house,54958,42317,14716,1581,195,16493,0.3478,0.0374,0.0046,0.3898,0.0607
47,proposed_rep,house,54982,42336,17370,6781,664,24815,0.4103,0.1602,0.0157,0.5862,0.6555
48,proposed_rep,house,53765,41399,5489,5445,3772,14707,0.1326,0.1315,0.0911,0.3553,-0.0736
49,proposed_rep,house,53602,41273,25835,10417,2956,39209,0.626,0.2524,0.0716,0.95,1.0
50,proposed_rep,house,55988,43110,16475,2094,8622,27192,0.3822,0.0486,0.2,0.6308,0.732
51,proposed_rep,house,52992,40803,22366,3831,3416,29614,0.5481,0.0939,0.0837,0.7258,1.0
52,proposed_rep,house,51796,39882,1719,4444,4319,10483,0.0431,0.1115,0.1083,0.2629,-0.2508
53,proposed_rep,house,56805,43739,17305,1318,468,19092,0.3957,0.0302,0.0107,0.4365,0.1398
54,proposed_rep,house,56917,43826,10059,3945,692,14698,0.2295,0.09,0.0158,0.3354,0.046
55,proposed_rep,house,60718,46752,13581,10616,8824,33022,0.2905,0.2271,0.1887,0.7063,0.8414
56,proposed_rep,house,58107,44742,21366,4366,3451,29184,0.4775,0.0976,0.0771,0.6523,0.6326
57,proposed_rep,house,54777,42178,10510,1177,1432,13120,0.2492,0.0279,0.034,0.3111,-0.1766
58,proposed_rep,house,54728,42140,17619,8221,2443,28285,0.4181,0.1951,0.058,0.6712,0.6078
59,proposed_rep,house,53166,40937,9424,3809,526,13760,0.2302,0.0931,0.0129,0.3361,0.1953
60,proposed_rep,house,55252,42544,5948,1189,479,7616,0.1398,0.028,0.0113,0.179,-0.2527
61,proposed_rep,house,53359,41086,8125,5840,967,14933,0.1978,0.1422,0.0235,0.3635,0.0273
62,proposed_rep,house,57535,44301,21657,15697,1498,38852,0.4889,0.3543,0.0338,0.877,0.835
63,proposed_rep,house,59204,45587,26823,2200,3146,32169,0.5884,0.0483,0.069,0.7057,0.6669
64,proposed_rep,house,57808,44512,16149,1287,860,18297,0.3628,0.0289,0.0193,0.4111,-0.4662
65,proposed_rep,house,52589,40493,3671,6842,3946,14459,0.0907,0.169,0.0975,0.3571,-0.2378
66,proposed_rep,house,57482,44261,28228,4151,380,32760,0.6378,0.0938,0.0086,0.7402,0.6369
67,proposed_rep,house,58137,44765,11928,820,4857,17605,0.2665,0.0183,0.1085,0.3933,-0.1517
68,proposed_rep,house,59081,45492,9606,11078,974,21659,0.2112,0.2435,0.0214,0.4761,0.2525
69,proposed_rep,house,59801,46046,12997,7358,5921,26277,0.2823,0.1598,0.1286,0.5707,0.333
70,proposed_rep,house,52966,40783,20588,11147,1883,33619,0.5048,0.2733,0.0462,0.8244,1.0
71,proposed_rep,house,58622,45138,6259,9337,210,15807,0.1387,0.2069,0.0047,0.3502,0.0892
72,proposed_rep,house,55850,43004,11638,13387,52,25079,0.2706,0.3113,0.0012,0.5832,0.3054
73,proposed_rep,house,59832,46070,17619,1452,3408,22480,0.3824,0.0315,0.074,0.488,0.3405
74,proposed_rep,house,54272,41789,9739,4142,1214,15097,0.2331,0.0991,0.0291,0.3613,-0.1453
75,proposed_rep,house,60245,46388,19049,3384,4437,26871,0.4107,0.073,0.0957,0.5793,0.4521
76,proposed_rep,house,56341,43382,11528,15575,3727,30831,0.2658,0.359,0.0859,0.7107,0.8408
77,proposed_rep,house,57756,44472,29762,10488,1997,42248,0.6692,0.2358,0.0449,0.95,1.0
78,proposed_rep,house,52137,40145,6107,7460,2143,15711,0.1521,0.1858,0.0534,0.3914,0.353
79,proposed_rep,house,56273,43330,28376,2457,6530,37364,0.6549,0.0567,0.1507,0.8623,1.0
80,proposed_rep,house,57420,44213,6918,11175,1157,19251,0.1565,0.2528,0.0262,0.4354,0.0532
81,proposed_rep,house,61239,47154,20955,8303,4937,34196,0.4444,0.1761,0.1047,0.7252,0.6635
82,proposed_rep,house,51867,39937,14139,1695,7987,23823,0.3541,0.0425,0.2,0.5965,0.4341
83,proposed_rep,house,60194,46349,5799,4996,1151,11947,0.1251,0.1078,0.0248,0.2578,-0.3007
84,proposed_rep,house,57307,44126,30149,1886,808,32844,0.6833,0.0427,0.0183,0.7443,0.9164
85,proposed_rep,house,57989,44651,5715,5333,4833,15883,0.128,0.1195,0.1083,0.3557,-0.1465
86,proposed_rep,house,58371,44945,17145,2659,8989,28794,0.3815,0.0592,0.2,0.6407,0.507
87,proposed_rep,house,60517,46598,5704,6751,7658,20114,0.1224,0.1449,0.1644,0.4317,0.2026
88,proposed_rep,house,55900,43043,7235,4481,2932,14649,0.1681,0.1041,0.0681,0.3403,0.0165
89,proposed_rep,house,55716,42901,28317,8886,752,37956,0.6601,0.2071,0.0175,0.8848,1.0
90,proposed_rep,house,56509,43511,6071,2790,3044,11907,0.1395,0.0641,0.07,0.2737,0.0824
91,proposed_rep,house,56408,43434,19761,14334,7167,41262,0.455,0.33,0.165,0.95,1.0
92,proposed_rep,house,62805,48359,24723,5613,667,31004,0.5112,0.1161,0.0138,0.6411,0.5661
93,proposed_rep,house,59057,45473,13346,5625,1307,20279,0.2935,0.1237,0.0287,0.446,-0.0463
94,proposed_rep,house,58842,45308,2136,6955,2512,11604,0.0472,0.1535,0.0555,0.2561,-0.3602
95,proposed_rep,house,55842,42998,16445,6742,6105,29294,0.3825,0.1568,0.142,0.6813,0.4741
96,proposed_rep,house,59803,46048,19360,7808,7118,34286,0.4204,0.1696,0.1546,0.7446,0.661
97,proposed_rep,house,49966,38473,13115,4883,7694,25693,0.3409,0.1269,0.2,0.6678,0.7155
98,proposed_rep,house,58583,45108,18533,10133,307,28974,0.4109,0.2247,0.0068,0.6423,0.6671
99,proposed_rep,house,57192,44037,20799,13116,6826,40742,0.4723,0.2978,0.155,0.9252,0.9594
100,proposed_rep,house,50037,38528,9169,7728,5444,22342,0.238,0.2006,0.1413,0.5799,0.4681
101,proposed_rep,house,57955,44625,11677,2481,1687,15847,0.2617,0.0556,0.0378,0.3551,0.3514
102,proposed_rep,house,54670,42095,6024,16825,245,23094,0.1431,0.3997,0.0058,0.5486,0.2744
103,proposed_rep,house,59155,45549,26996,4782,1382,33161,0.5927,0.105,0.0304,0.728,0.7106
104,proposed_rep,house,54413,41898,14975,9551,1172,25698,0.3574,0.228,0.028,0.6134,0.4115
105,proposed_rep,house,54518,41978,21501,5118,2496,29116,0.5122,0.1219,0.0595,0.6936,0.6482
106,proposed_rep,house,50337,38759,9880,9362,630,19874,0.2549,0.2416,0.0163,0.5128,0.3843
107,proposed_rep,house,53950,41541,13495,6747,781,21024,0.3249,0.1624,0.0188,0.5061,0.1846
108,proposed_rep,house,56268,43326,11905,4498,3588,19993,0.2748,0.1038,0.0828,0.4615,0.0763
109,proposed_rep,house,58746,45234,18794,1571,2585,22951,0.4155,0.0347,0.0572,0.5074,0.076
110,proposed_rep,house,56294,43346,20564,5082,2664,28312,0.4744,0.1173,0.0615,0.6532,0.6962
111,proposed_rep,house,55847,43002,12583,10263,4667,27513,0.2926,0.2387,0.1085,0.6398,0.3907
112,proposed_rep,house,53263,41012,18330,5431,1031,24793,0.447,0.1324,0.0251,0.6045,0.4081
113,proposed_rep,house,53775,41406,19936,721,1370,22028,0.4815,0.0174,0.0331,0.532,0.4534
114,proposed_rep,house,54730,42142,5362,13260,1090,19713,0.1273,0.3147,0.0259,0.4678,0.5003
115,proposed_rep,house,54952,42313,2885,2457,133,5476,0.0682,0.0581,0.0032,0.1294,-0.6277
116,proposed_rep,house,51293,39495,16198,5034,429,21662,0.4101,0.1275,0.0109,0.5485,0.4838
117,proposed_rep,house,53097,40884,3332,2556,299,6188,0.0815,0.0625,0.0073,0.1514,-0.3945
118,proposed_rep,house,65313,50291,8113,3972,7028,19113,0.1613,0.079,0.1398,0.3801,0.0868
119,proposed_rep,house,55896,43039,24054,5703,680,30438,0.5589,0.1325,0.0158,0.7072,0.4253
120,proposed_rep,house,60540,46615,16766,4118,4943,25828,0.3597,0.0884,0.1061,0.5541,0.3269
121,proposed_rep,house,60564,46634,8841,7965,4657,21464,0.1896,0.1708,0.0999,0.4603,0.0441
122,proposed_rep,house,58674,45178,20435,568,1259,22263,0.4523,0.0126,0.0279,0.4928,0.1793
123,proposed_rep,house,51476,39636,3986,11239,3787,19013,0.1006,0.2836,0.0955,0.4797,0.3222
124,proposed_rep,house,57547,44311,3835,8090,8862,20788,0.0866,0.1826,0.2,0.4692,0.3826
125,proposed_rep,house,60155,46319,5342,4114,1007,10464,0.1153,0.0888,0.0217,0.2259,-0.1908
126,proposed_rep,house,59864,46095,22811,430,4811,28053,0.4949,0.0093,0.1044,0.6086,0.5173
127,proposed_rep,house,51385,39566,14966,12808,1108,28883,0.3783,0.3237,0.028,0.73,0.7755
128,proposed_rep,house,61167,47098,7415,4625,134,12174,0.1574,0.0982,0.0029,0.2585,-0.3588
129,proposed_rep,house,53301,41041,874,5427,174,6477,0.0213,0.1323,0.0043,0.1578,-0.5146
130,proposed_rep,house,52892,40726,5308,5138,63,10509,0.1303,0.1262,0.0016,0.258,0.1611
131,proposed_rep,house,56468,43480,16856,2266,2849,21972,0.3877,0.0521,0.0655,0.5053,0.1375
132,proposed_rep,house,57916,44595,8038,2258,786,11084,0.1803,0.0506,0.0176,0.2485,-0.079
133,proposed_rep,house,57821,44522,29549,4259,5949,39758,0.6637,0.0957,0.1336,0.893,1.0
134,proposed_rep,house,55085,42415,17026,10432,1576,29035,0.4014,0.246,0.0372,0.6846,0.8393
135,proposed_rep,house,58303,44893,7109,6240,1310,14660,0.1584,0.139,0.0292,0.3266,-0.0051
136,proposed_rep,house,57301,44121,22156,1870,5062,29089,0.5022,0.0424,0.1147,0.6593,0.8009
137,proposed_rep,house,54754,42160,16003,3981,424,20409,0.3796,0.0944,0.0101,0.4841,0.5372
138,proposed_rep,house,61145,47081,13935,5399,1283,20619,0.296,0.1147,0.0273,0.4379,0.0483
139,proposed_rep,house,54512,41974,24217,11985,3671,39875,0.577,0.2855,0.0875,0.95,1.0
140,proposed_rep,house,59220,45599,21414,4117,2744,28275,0.4696,0.0903,0.0602,0.6201,0.5133
141,proposed_rep,house,60927,46913,4779,15137,2580,22496,0.1019,0.3227,0.055,0.4795,0.3084
142,proposed_rep,house,54452,41928,25397,2221,880,28498,0.6057,0.053,0.021,0.6797,0.6643
143,proposed_rep,house,57131,43990,12660,2425,8798,23883,0.2878,0.0551,0.2,0.5429,0.3967
144,proposed_rep,house,52787,40645,18704,13551,687,32942,0.4602,0.3334,0.0169,0.8105,0.8557
145,proposed_rep,house,55824,42984,1760,4270,76,6106,0.041,0.0994,0.0018,0.1421,-0.5696
146,proposed_rep,house,56543,43538,4013,10922,61,14997,0.0922,0.2509,0.0014,0.3445,-0.2953
147,proposed_rep,house,56088,43187,22516,3355,517,26390,0.5214,0.0777,0.012,0.6111,0.7099
148,proposed_rep,house,57617,44365,21597,11011,3544,36153,0.4868,0.2482,0.0799,0.8149,1.0
149,proposed_rep,house,60013,46210,3683,7966,736,12386,0.0797,0.1724,0.0159,0.268,-0.3779
150,proposed_rep,house,60485,46573,9631,9731,1777,21140,0.2068,0.2089,0.0382,0.4539,0.2144
151,proposed_rep,house,56714,43669,6556,12832,4296,23685,0.1501,0.2939,0.0984,0.5424,0.2226
152,proposed_rep,house,56206,43278,9283,9884,8655,27824,0.2145,0.2284,0.2,0.6429,0.4185
153,proposed_rep,house,55434,42684,8045,12484,2736,23266,0.1885,0.2925,0.0641,0.5451,0.4983
154,proposed_rep,house,60690,46731,21607,6392,1123,29123,0.4624,0.1368,0.024,0.6232,0.737
155,proposed_rep,house,59835,46072,12855,2075,1352,16283,0.279,0.045,0.0294,0.3534,-0.0826
156,proposed_rep,house,57803,44508,9348,7654,4861,21864,0.21,0.172,0.1092,0.4913,0.4773
157,proposed_rep,house,55627,42832,13202,17132,8566,38901,0.3082,0.4,0.2,0.9082,0.9822
158,proposed_rep,house,58495,45041,19115,9155,9008,37279,0.4244,0.2033,0.2,0.8277,0.9509
159,proposed_rep,house,56764,43708,8481,3480,1239,13202,0.1941,0.0796,0.0284,0.3021,-0.2773
160,proposed_rep,house,55497,42732,2592,3334,3765,9691,0.0607,0.078,0.0881,0.2268,-0.2517
161,proposed_rep,house,53630,41295,18170,690,2572,21433,0.44,0.0167,0.0623,0.519,0.2995
162,proposed_rep,house,54006,41584,16962,6551,8316,31830,0.4079,0.1575,0.2,0.7654,0.9299
163,proposed_rep,house,59687,45958,3731,15818,792,20342,0.0812,0.3442,0.0173,0.4426,0.149
164,proposed_rep,house,60115,46288,16011,4941,395,21348,0.3459,0.1067,0.0085,0.4612,0.1969
165,proposed_rep,house,60370,46484,15791,7275,481,23548,0.3397,0.1565,0.0104,0.5066,0.3803
166,proposed_rep,house,57819,44520,8034,9987,4752,22773,0.1805,0.2243,0.1067,0.5115,0.2963
167,proposed_rep,house,57598,44350,15517,3631,5408,24556,0.3499,0.0819,0.1219,0.5537,0.415
168,proposed_rep,house,55697,42886,29976,3643,7120,40741,0.699,0.085,0.166,0.95,1.0
169,proposed_rep,house,57283,44107,20186,10775,6622,37584,0.4577,0.2443,0.1501,0.8521,0.7879
170,proposed_rep,house,55193,42498,19774,11221,1038,32034,0.4653,0.264,0.0244,0.7538,0.6599
171,proposed_rep,house,57293,44115,8746,3103,1850,13699,0.1983,0.0703,0.0419,0.3106,-0.1052
172,proposed_rep,house,57879,44566,16772,3947,8913,29633,0.3763,0.0886,0.2,0.6649,0.5181
173,proposed_rep,house,59766,46019,15262,2288,1189,18740,0.3316,0.0497,0.0258,0.4072,-0.0001
174,proposed_rep,house,52998,40808,27592,9295,1880,38767,0.6761,0.2278,0.0461,0.95,1.0
175,proposed_rep,house,55251,42543,21478,14603,4333,40415,0.5049,0.3433,0.1019,0.95,1.0
176,proposed_rep,house,55283,42567,20201,7804,2452,30458,0.4746,0.1834,0.0576,0.7155,0.6496
177,proposed_rep,house,61856,47629,12207,12277,9525,34010,0.2563,0.2578,0.2,0.7141,0.8013
178,proposed_rep,house,51950,40001,10209,12303,866,23380,0.2552,0.3076,0.0217,0.5845,0.6434
179,proposed_rep,house,60152,46317,17318,7757,1140,26216,0.3739,0.1675,0.0246,0.566,0.57
180,proposed_rep,house,51530,39678,15923,1910,1368,19202,0.4013,0.0482,0.0345,0.484,0.2425
